,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,0.0
1226,2466.0,0,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",30.0,5.9,7.4,7173.0,12.0,58.1,7.0,607.0,2009,26.207667194092803
1227,1393.0,0,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",28.0,7.3,7.4,332.0,0.7,0.3,6.0,12.0,2009,26.207667194092803
1228,1860.0,0,BALEHWAR KHADI AT N.H. NO. 8,30.0,5.7,8.0,601.0,7.4,0.5,14600.0,28666.0,2009,26.207667194092803
1229,1861.0,0,RIVER PURNA ON BRIDGE AT SURATNaNNAVSARI HIGHWAY,30.0,4.7,8.3,753.0,3.7,0.5,9166.0,21333.0,2009,26.207667194092803
1230,1862.0,0,RIVER KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,28.0,5.8,7.8,16177.0,3.0,0.5,10100.0,25000.0,2009,26.207667194092803
1231,1865.0,0,RIVER DHADAR AT KOTHADA,30.0,2.5,7.5,1108.0,6.0,0.6,16.0,85.0,2009,26.207667194092803
1232,1148.0,0,"AMBIKA AT BILIMORA, GUJARAT",30.0,6.1,8.1,14921.0,3.2,0.3,4300.0,23625.0,2009,26.207667194092803
1233,1434.0,0,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",30.0,0.6,7.1,3115.0,36.5,1.7,4450.0,15425.0,2009,26.207667194092803
1234,1436.0,0,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",27.0,3.2,7.8,5073.0,5.8,0.2,833.0,1366.0,2009,26.207667194092803
1235,1438.0,0,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",30.0,4.2,8.2,901.0,6.7,0.4,9750.0,21500.0,2009,26.207667194092803
1236,2072.0,0,RIVER BHOGAVO D/S OF SURENDRANAGAR.,28.0,2.9,8.3,11405.0,5.6,0.1,49.0,148.0,2009,26.207667194092803
1237,2082.0,0,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",29.0,5.0,7.7,47156.0,3.1,0.1,41.0,114.0,2009,26.207667194092803
1238,1399.0,0,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",31.0,7.2,6.3,14100.0,1.6,0.41,13.0,17.0,2009,26.207667194092803
1239,1400.0,0,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",29.0,5.5,7.8,401.0,1.3,0.21,2.0,5.0,2009,26.207667194092803
1240,1475.0,0,ZUARI AT PANCHAWADI,30.0,6.2,6.9,11000.0,1.3,0.48,13.0,17.0,2009,26.207667194092803
1241,1476.0,0,"MANDOVI AT TONCA, MARCELA, GOA",29.0,6.5,6.8,30190.0,2.3,0.04,5.0,8.0,2009,26.207667194092803
1242,1543.0,0,"RIVER KALNA AT CHANDELNaN PERNEM, GOA",24.0,8.1,7.7,7400.0,2.6,0.1,79.0,130.0,2009,26.207667194092803
1243,1544.0,0,"RIVER VALVANT AT SANKLI NaN BICHOLIM, GOA",27.0,7.8,6.4,609.0,2.3,0.08,49.0,70.0,2009,26.207667194092803
1244,1545.0,0,"RIVER MADAI AT DABOS NaN  VALPOI, GOA",27.0,7.8,6.4,90.0,2.0,0.0,13.0,17.0,2009,26.207667194092803
1245,1546.0,0,"RIVER KHANDEPAR AT OPA NaN PONDA, GOA",28.0,7.2,6.5,8240.0,1.6,0.25,17.0,46.0,2009,26.207667194092803
1246,1547.0,0,"RIVER TALPONA AT CANACONA, GOA",27.0,4.2,7.6,5543.0,0.7,0.18,2.0,8.0,2009,26.207667194092803
1247,1548.0,0,"RIVER ASSONORA AT ASSONORA, GOA",26.0,6.5,6.4,505.0,1.6,0.13,8.0,13.0,2009,26.207667194092803
1248,2270.0,0,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",28.0,7.4,6.9,3844.0,2.0,0.15,5.0,10.0,2009,26.207667194092803
1249,2271.0,0,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONaN CANACONA NATIONAL HIGHWAY)",28.0,5.4,7.0,7692.0,1.7,0.92,29.0,48.0,2009,26.207667194092803
1250,2272.0,0,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",27.0,6.6,7.2,692.0,1.9,0.34,105.0,175.0,2009,26.207667194092803
1251,2273.0,0,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",29.0,5.1,7.5,0.0,2.3,0.38,1201.0,1754.0,2009,26.207667194092803
1252,2274.0,0,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANAJI,29.0,7.3,6.8,20640.0,2.5,0.42,87.0,162.0,2009,26.207667194092803
1253,2275.0,0,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",28.0,7.2,6.9,5350.0,2.2,0.28,134.0,206.0,2009,26.207667194092803
1254,2276.0,0,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",28.0,7.0,6.8,4800.0,3.0,0.32,69.0,126.0,2009,26.207667194092803
1255,1092.0,0,"KALU AT ATALE VILLAGE, MAHARASHTRA",28.0,5.5,7.7,8092.0,7.6,0.72,410.0,800.0,2009,26.207667194092803
1256,1093.0,0,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",29.0,6.9,7.6,136.0,3.8,0.26,143.0,309.0,2009,26.207667194092803
1257,1094.0,0,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",29.0,6.9,7.7,120.0,3.9,0.37,207.0,280.0,2009,26.207667194092803
1258,1461.0,0,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",28.0,6.7,8.0,111.0,3.6,0.31,45.0,143.0,2009,26.207667194092803
1259,1462.0,0,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",26.0,6.9,7.3,229.0,3.8,0.68,108.0,257.0,2009,26.207667194092803
1260,2162.0,0,ULHAS RIVER ATJAMBHUL WATER WORKS.,29.0,6.8,7.5,171.0,3.8,0.34,88.0,199.0,2009,26.207667194092803
1261,2164.0,0,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,29.0,6.9,7.3,183.0,2.2,1.25,2.0,56.0,2009,26.207667194092803
1262,2168.0,0,MITHI RIVER,34.0,3.3,7.6,29464.0,19.4,1.78,1195.0,1536.0,2009,26.207667194092803
1263,2198.0,0,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),32.0,5.4,7.2,925.0,11.7,0.78,279.0,512.0,2009,26.207667194092803
1264,2199.0,0,SAVITRI RIVER AT OVALE VILLAGE.,22.0,6.2,7.2,13848.0,2.5,4.11,6.0,127.0,2009,26.207667194092803
1265,1151.0,0,"PATALGANGA AT SHILPHATA, MAHARASHTRA",26.0,7.0,7.4,225.0,3.8,0.26,152.0,375.0,2009,26.207667194092803
1266,1152.0,0,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",35.0,6.6,8.1,102.0,3.9,0.26,165.0,345.0,2009,26.207667194092803
1267,17.0,0,"PERIYAR NEAR ALWAYENaNELOOR, KERALA",28.0,8.1,6.3,1414.0,1.1,0.31,100.0,690.0,2009,26.207667194092803
1268,18.0,0,"PERIYAR AT KALADY, KERALA",27.0,6.9,6.8,41.0,0.8,0.22,261.0,1487.0,2009,26.207667194092803
1269,20.0,0,"CHALIYAR AT KOOLIMADU, KERALA",27.0,6.9,6.9,78.0,0.5,0.23,393.0,703.0,2009,26.207667194092803
1270,21.0,0,"CHALIYAR AT CHUNGAPALLY, KERALA",26.0,6.7,6.9,5507.0,0.6,0.28,433.0,715.0,2009,26.207667194092803
1271,42.0,0,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",27.0,7.3,7.0,49.0,0.7,0.66,228.0,445.0,2009,26.207667194092803
1272,43.0,0,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",28.0,6.7,6.7,67.0,1.3,0.4,309.0,1025.0,2009,26.207667194092803
1273,1154.0,0,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",29.0,6.5,6.6,109.0,1.2,0.37,142.0,679.0,2009,26.207667194092803
1274,1155.0,0,"KARAMANA AT MOONNATTUMUKKU, KERALA",26.0,0.7,6.6,4235.0,12.5,1.48,40833.0,59417.0,2009,26.207667194092803
1275,1156.0,0,"PAMBA AT CHENGANNUR, KERALA",27.0,6.9,6.5,108.0,1.0,0.42,540.0,1083.0,2009,26.207667194092803
1276,1338.0,0,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",28.0,6.4,6.6,48.0,1.0,0.25,154.0,603.0,2009,26.207667194092803
1277,1339.0,0,"MEENACHIL AT KIDANGOOR, KERALA",26.0,7.2,6.7,109.0,0.8,0.44,1000.0,1400.0,2009,26.207667194092803
1278,1340.0,0,"MANIMALA  AT KALLOOPARA, KERALA",29.0,6.8,7.1,61.0,1.5,0.5,130.0,485.0,2009,26.207667194092803
1279,1341.0,0,"PAMBA AT THAKAZHY, KERALA",28.0,6.1,6.7,244.0,0.9,0.33,655.0,1113.0,2009,26.207667194092803
1280,1342.0,0,"ACHENKOIL AT THUMPAMON, KERALA",27.0,6.8,7.0,62.0,0.6,0.93,240.0,434.0,2009,26.207667194092803
1281,1384.0,0,"MANIMALA AT THONDRA, KERALA",28.0,7.1,7.0,59.0,0.8,0.71,540.0,890.0,2009,26.207667194092803
1282,1442.0,0,"VAMANAPURAM, KERALA",27.0,7.4,6.6,64.0,0.7,0.29,288.0,1425.0,2009,26.207667194092803
1283,1443.0,0,"ACHENKOIL AT CHENNITHULA, KERALA",26.0,6.4,7.0,79.0,0.8,0.73,271.0,493.0,2009,26.207667194092803
1284,1563.0,0,"NEYYAR AMARAVILA, KERALA",26.0,7.2,6.7,73.0,0.9,0.28,335.0,2150.0,2009,26.207667194092803
1285,1564.0,0,"AYUR, KERALA",27.0,6.2,7.0,83.0,0.6,0.93,282.0,505.0,2009,26.207667194092803
1286,1565.0,0,"PAMBA DOWN, KERALA",29.0,6.1,6.7,55.0,1.4,0.55,825.0,1450.0,2009,26.207667194092803
1287,1566.0,0,"THIRURANGADY, KERALA",28.0,6.6,6.5,79.0,0.8,0.13,195.0,650.0,2009,26.207667194092803
1288,1567.0,0,"KUTTIYADY ESTATE, KERALA",26.0,6.9,6.7,198.0,0.3,0.2,40.0,180.0,2009,26.207667194092803
1289,1568.0,0,"MAHI VALAYAM, KERALA",27.0,7.3,6.5,44.0,0.5,0.21,233.0,400.0,2009,26.207667194092803
1290,1569.0,0,"KUPPAM THALIPARAMBA, KERALA",28.0,6.2,6.6,15738.0,1.0,0.93,233.0,360.0,2009,26.207667194092803
1291,1570.0,0,"NEELASHWER HOSDURG, KERALA",29.0,5.2,7.1,18459.0,1.0,0.13,518.0,918.0,2009,26.207667194092803
1292,1571.0,0,"KORINGODA KAKKADAVU,  KERALA",28.0,7.4,7.0,45.0,1.1,0.11,1043.0,1933.0,2009,26.207667194092803
1293,1572.0,0,"CHANDRIGIRI PADIYATHADKA, KERALA",28.0,7.6,6.7,52.0,1.1,0.11,613.0,963.0,2009,26.207667194092803
1294,1573.0,0,"CHAITRAPUZHA IRUMPANAM, KERALA",28.0,2.9,6.3,841.0,2.0,1.07,430.0,913.0,2009,26.207667194092803
1295,2284.0,0,R NEYYAR AT ARUVIPURAM,26.0,6.6,6.7,72.0,0.7,0.32,463.0,1655.0,2009,26.207667194092803
1296,2285.0,0,R MAMOM AT MAMOM BRIDGE,26.0,6.4,6.7,122.0,0.7,0.34,343.0,1630.0,2009,26.207667194092803
1297,2286.0,0,R AYROOR AT AYROOR BRIDGE,26.0,5.4,6.6,102.0,0.9,0.26,240.0,1913.0,2009,26.207667194092803
1298,2287.0,0,R ITHIKKARA AT ITHIKKARA,27.0,6.2,7.0,5656.0,0.9,1.05,162.0,289.0,2009,26.207667194092803
1299,2288.0,0,R PALLICKAL AT NELLIMUKAL,27.0,6.9,7.1,71.0,0.5,0.26,125.0,246.0,2009,26.207667194092803
1300,2289.0,0,R KARUVANNURR AT KARUVANNUR BRIDGE,28.0,6.7,6.5,55.0,0.9,0.6,265.0,500.0,2009,26.207667194092803
1301,2290.0,0,R PUZHACKAL AT PUZHACKAL BRIDGE,28.0,5.7,6.7,127.0,1.9,0.35,221.0,473.0,2009,26.207667194092803
1302,2291.0,0,R KEECHERI AT VADAKKANCHERY BRIDGE,28.0,6.0,6.9,77.0,1.8,0.61,290.0,500.0,2009,26.207667194092803
1303,2292.0,0,R THIRUR AT THALAKKADATHUR BRIDGE,28.0,5.2,6.1,4968.0,1.1,0.14,235.0,820.0,2009,26.207667194092803
1304,2293.0,0,R KADALUNDI AT HAJIRAPPALLY,28.0,7.4,6.4,78.0,1.2,0.12,280.0,720.0,2009,26.207667194092803
1305,2294.0,0,R KALLAI AT KALLAI BRIDGE,27.0,3.5,7.3,20430.0,1.3,0.62,560.0,1290.0,2009,26.207667194092803
1306,2295.0,0,R CORAPUZHA AT KANAYANKODE,27.0,6.0,7.1,13257.0,1.1,0.14,750.0,1465.0,2009,26.207667194092803
1307,2296.0,0,R THALLASSERY AT PATHIPPALAM,28.0,6.4,6.1,62.0,0.7,0.28,213.0,425.0,2009,26.207667194092803
1308,2297.0,0,R ANCHARAKANDY AT MERUVAMBA,27.0,6.6,6.3,59.0,1.0,0.16,248.0,385.0,2009,26.207667194092803
1309,2298.0,0,R KUPPAM AT RAYAROM,27.0,7.1,6.4,59.0,0.9,0.13,178.0,275.0,2009,26.207667194092803
1310,2299.0,0,R RAMAPURAM AT RAMAPURAM BRIDGE,28.0,6.4,7.1,7035.0,0.8,0.19,110.0,195.0,2009,26.207667194092803
1311,2300.0,0,R PERUVAMBA AT CHANDAPPURA,28.0,7.3,6.2,51.0,0.9,0.21,195.0,340.0,2009,26.207667194092803
1312,2301.0,0,R KAVVAI AT KUTTIYOL PALAM,29.0,6.8,6.5,80.0,0.8,0.26,53.0,100.0,2009,26.207667194092803
1313,2302.0,0,R NEELASWARAM AT NAMBIARKAL DAM,28.0,6.4,6.7,3131.0,2.2,0.12,820.0,1055.0,2009,26.207667194092803
1314,2303.0,0,R PULLUR AT PULLUR BR.,27.0,5.8,6.5,59.0,1.5,0.13,1800.0,2788.0,2009,26.207667194092803
1315,2304.0,0,R MOGRAL AT MOGRAL BR.,28.0,5.2,7.2,19885.0,1.2,0.18,843.0,2275.0,2009,26.207667194092803
1316,2305.0,0,R SHRIYA AT ANGADIMOGARU,27.0,7.7,6.8,67.0,0.9,0.08,1740.0,2257.0,2009,26.207667194092803
1317,2306.0,0,R UPPALA AT  UPPALA BR.,28.0,5.7,7.2,19085.0,1.4,0.09,1845.0,2785.0,2009,26.207667194092803
1318,2307.0,0,R MANJESWAR AT BAJRAKKARA BR.,25.0,6.7,6.3,177.0,1.2,0.2,1583.0,2807.0,2009,26.207667194092803
1319,2319.0,0,R ANCHARAKANDY AT MERUVAMBA,28.0,6.4,6.4,4165.0,1.2,0.13,168.0,303.0,2009,26.207667194092803
1320,2326.0,0,R KORAYAR AT KANJIKODE,27.0,6.2,7.6,498.0,0.4,0.28,613.0,1400.0,2009,26.207667194092803
1321,2331.0,0,R BHARATHAPUZHA AT KUTTIPPURAM,27.0,6.8,7.5,119.0,0.4,0.18,478.0,918.0,2009,26.207667194092803
1322,2332.0,0,R BHARATHAPUZHA AT PATTAMBI,27.0,7.1,7.6,161.0,0.5,0.19,710.0,1675.0,2009,26.207667194092803
1323,2333.0,0,RIVER PERIYAR AT MUPPATHADAM,28.0,5.9,6.7,70.0,1.7,0.5,74.0,428.0,2009,26.207667194092803
1324,2334.0,0,RIVER PERIYAR AT PATHALAM,28.0,5.8,6.5,864.0,1.5,0.37,199.0,876.0,2009,26.207667194092803
1325,2335.0,0,R PERIYAR AT KALAMASSERY,29.0,4.7,6.6,69.0,1.8,0.26,234.0,1083.0,2009,26.207667194092803
1326,2336.0,0,R PERIYAR AT PURAPPALLIKAVU,28.0,6.5,6.6,1204.0,1.2,0.24,175.0,689.0,2009,26.207667194092803
1327,2337.0,0,R KADAMBAYAR AT BRAHMAPURAM,28.0,1.4,6.2,129.0,2.2,0.48,351.0,882.0,2009,26.207667194092803
1328,2338.0,0,R KADAMBAYAR AT MANCKAKADAVU,28.0,1.5,6.3,73.0,1.5,0.12,298.0,1225.0,2009,26.207667194092803
1329,1448.0,0,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",28.0,7.0,7.5,226.0,1.1,2.3,3.0,83.0,2009,26.207667194092803
1330,1455.0,0,"RUSHIKULYA AT GANJAM U/S, ORISSA",30.0,7.7,8.1,330.0,1.9,0.9,1675.0,3025.0,2009,26.207667194092803
1331,1456.0,0,"RUSHIKULYA AT GANJAM D/S, ORISSA",30.0,7.5,7.9,20786.0,1.3,0.6,613.0,868.0,2009,26.207667194092803
1332,1642.0,0,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",28.0,7.2,8.2,315.0,1.7,1.7,2600.0,4275.0,2009,26.207667194092803
1333,1643.0,0,"NAGAVALLI AT RAYAGADA D/S, ORISSA",28.0,7.6,8.1,301.0,1.5,0.5,2360.0,4175.0,2009,26.207667194092803
1334,2422.0,0,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",28.0,7.3,8.0,225.0,1.3,0.5,1295.0,2175.0,2009,26.207667194092803
1335,2423.0,0,"BUDHABALANGA, D/S OF BARIPADA TOWN",27.0,7.4,8.0,238.0,1.9,0.2,2950.0,5975.0,2009,26.207667194092803
1336,2424.0,0,BUDHABALANGA AT BALASORE D/S,27.0,7.2,7.7,835.0,2.0,0.7,1550.0,2750.0,2009,26.207667194092803
1337,2425.0,0,"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",29.0,7.2,7.8,169.0,1.3,0.4,328.0,690.0,2009,26.207667194092803
1338,2426.0,0,Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),28.0,7.0,8.1,240.0,1.0,0.4,785.0,1525.0,2009,26.207667194092803
1339,2427.0,0,Vansdhara GUNUPUR (INTERSTATE BOUNDRY),29.0,7.4,8.1,153.0,1.7,0.5,505.0,1105.0,2009,26.207667194092803
1340,2442.0,0,GAUTAMINaNGODAVARI RIVER,33.0,7.7,7.8,220.0,4.0,11.0,0.0,0.0,2009,26.207667194092803
1341,2443.0,0,GAUTAMINaNGODAVARI RIVER,33.0,7.1,7.6,406.0,3.0,15.8,0.0,0.0,2009,26.207667194092803
1342,2444.0,0,CORINGA RIVER,33.0,6.8,7.4,309.0,7.0,15.3,0.0,0.0,2009,26.207667194092803
1343,2445.0,0,MAHE RIVER,28.0,5.1,8.4,4120.0,3.0,108.7,0.0,0.0,2009,26.207667194092803
1344,1685.0,0,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",21.0,7.6,7.9,446.0,2.6,1.4,0.0,0.0,2009,26.207667194092803
1345,1159.0,0,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",24.0,7.4,6.8,337.0,1.3,0.1,115.0,208.0,2009,26.207667194092803
1346,1160.0,0,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",28.0,7.5,6.7,180.0,1.3,0.1,100.0,176.0,2009,26.207667194092803
1347,1161.0,0,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",28.0,6.9,6.8,127.0,2.4,0.1,222.0,357.0,2009,26.207667194092803
1348,1162.0,0,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",30.0,7.0,7.0,305.0,1.5,0.1,113.0,191.0,2009,26.207667194092803
1349,1328.0,0,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",27.0,7.2,6.7,323.0,1.6,0.1,94.0,167.0,2009,26.207667194092803
1350,1329.0,0,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",26.0,7.4,6.7,364.0,1.6,0.1,91.0,150.0,2009,26.207667194092803
1351,1330.0,0,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",29.0,7.5,7.2,473.0,2.1,0.1,220.0,338.0,2009,26.207667194092803
1352,1450.0,0,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",26.0,6.7,7.4,544.0,2.0,0.3,158.0,253.0,2009,26.207667194092803
1353,1444.0,0,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",27.0,7.0,7.2,286.0,9.5,0.9,85.0,189.0,2009,26.207667194092803
1354,1892.0,0,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,28.0,6.4,7.0,307.0,1.0,0.0,457.0,507.0,2009,26.207667194092803
1355,1894.0,0,KUMARADHARA NaN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,29.0,6.6,7.1,250.0,1.5,0.0,74.0,544.0,2009,26.207667194092803
1356,2352.0,0,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",28.0,6.5,7.9,566.0,0.9,3.8,3.0,32.0,2009,26.207667194092803
1357,1023.0,0,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",22.0,6.0,7.3,755.0,6.0,2.1,1000.0,4950.0,2009,26.207667194092803
1358,1024.0,0,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",21.0,4.9,7.4,892.0,14.0,4.4,8000.0,75000.0,2009,26.207667194092803
1359,1025.0,0,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",22.0,6.4,7.1,1085.0,8.5,8.1,0.0,0.0,2009,26.207667194092803
1360,1026.0,0,"GHAGGAR GHNaN2 AT CHANDARPUR SYPHON,  HARYANA",20.0,5.6,8.1,905.0,11.5,7.1,0.0,0.0,2009,26.207667194092803
1361,1295.0,0,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",22.0,5.0,6.7,813.0,7.5,2.2,1300.0,9000.0,2009,26.207667194092803
1362,1473.0,0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",21.0,5.6,7.3,964.0,14.0,4.2,8000.0,70000.0,2009,26.207667194092803
1363,1698.0,0,"GHAGGAR AT D/S CHHATBIR, PUNJAB",20.0,5.7,7.4,968.0,9.5,3.1,5000.0,25500.0,2009,26.207667194092803
1364,1699.0,0,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",21.0,5.3,7.4,779.0,10.0,3.1,7000.0,52500.0,2009,26.207667194092803
1365,1700.0,0,"D/S DHAKANSU NALLAH, PUNJAB",21.0,4.8,7.4,825.0,19.0,4.6,9500.0,75000.0,2009,26.207667194092803
1366,1701.0,0,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",23.0,2.9,7.3,1035.0,13.0,3.9,3050.0,27500.0,2009,26.207667194092803
1367,1702.0,0,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",21.0,4.5,7.2,885.0,10.5,3.3,1100.0,12000.0,2009,26.207667194092803
1368,1703.0,0,"GHAGGER AT MOONAK, PUNJAB",20.0,4.8,7.5,896.0,10.0,4.1,7000.0,70000.0,2009,26.207667194092803
1369,1704.0,0,"GHAGGAR AT D/S SARDULGARH, PUNJAB",24.0,3.1,7.6,1130.0,11.5,4.1,9000.0,75000.0,2009,26.207667194092803
1370,1705.0,0,"GHAGGAR AT U/S SARDULGARH, PUNJAB",25.0,3.1,7.6,1000.0,10.0,3.7,6000.0,62500.0,2009,26.207667194092803
1371,1884.0,0,GHAGGAR AT KALA AMB D/S MARKANDA RIVER,28.0,1.9,8.4,2187.0,354.0,5.4,0.0,0.0,2009,26.207667194092803
1372,1885.0,0, RIVER GHAGGAR AT D/S OF SURAJPUR,28.0,7.0,7.8,350.0,2.5,0.0,0.0,0.0,2009,26.207667194092803
1373,1887.0,0,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),16.0,7.2,6.2,930.0,8.0,1.5,0.0,0.0,2009,26.207667194092803
1374,1870.0,0,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",22.0,5.475,7.82,721.5,6.9,1.26,87.25,249.0,2009,26.207667194092803
1375,1717.0,0,"KODRA DAM, MOUNT ABU, RAJASTHAN",23.0,4.8,7.3,260.0,0.8,1.1,3.0,7.0,2009,26.207667194092803
1376,1424.0,0,"IMPHAL AT MAHABALI, MANIPUR",23.0,7.6,7.5,307.0,1.5,0.0,0.0,153.0,2009,26.207667194092803
1377,1457.0,0,"IMPHAL AT KOIRENGEI, MANIPUR",23.0,8.4,7.4,106.0,1.4,0.0,0.0,36.0,2009,26.207667194092803
1378,1458.0,0,"IRIL AT PORAMPET, MANIPUR",23.0,9.0,7.8,221.0,1.3,0.0,0.0,77.0,2009,26.207667194092803
1379,1624.0,0,"IRIL LILONG, MANIPUR",25.0,8.7,7.4,318.0,1.5,0.0,0.0,132.0,2009,26.207667194092803
1380,1625.0,0,"NAMBUL HUMP BRIDGE, MANIPUR",25.0,1.9,7.3,537.0,9.9,0.0,0.0,525.0,2009,26.207667194092803
1381,1626.0,0,"NAMBUL HEIRANGOITHONG, MANIPUR",25.0,7.7,7.3,550.0,10.4,0.0,0.0,603.0,2009,26.207667194092803
1382,1627.0,0,"KIYAMGI, Imphal, MANIPUR",25.0,7.9,7.6,185.0,1.3,0.0,0.0,115.0,2009,26.207667194092803
1383,1628.0,0,"MINUTHONG IMPHAL RIVER, MANIPUR",26.0,8.0,7.6,202.0,2.5,0.0,0.0,85.0,2009,26.207667194092803
1384,1925.0,0,KHUGA RIVER (CHURACHANDPUR DIST.),25.0,7.4,7.6,214.0,1.8,0.0,0.0,148.0,2009,26.207667194092803
1385,1926.0,0,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",23.0,8.3,7.7,185.0,2.0,0.0,0.0,75.0,2009,26.207667194092803
1386,1427.0,0,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",18.0,9.6,7.1,225.0,4.4,3.0,310.0,460.0,2009,26.207667194092803
1387,1428.0,0,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",19.0,8.8,7.2,131.0,0.9,0.0,0.0,205.0,2009,26.207667194092803
1388,2050.0,0,TLAWNG UPSTREAM AIZAWL,24.0,7.4,7.8,272.0,0.9,0.0,8.0,295.0,2009,26.207667194092803
1389,2051.0,0,TLAWNG DOWNSTREAM AIZAWL,24.0,7.5,7.8,327.0,1.2,0.0,0.0,56.0,2009,26.207667194092803
1390,2052.0,0,TUIRIAL UPPER CATCHMENT,26.0,8.1,7.8,365.0,1.3,0.0,13.0,33.0,2009,26.207667194092803
1391,2053.0,0,TUIRIAL LOWER CATCHMENT,26.0,7.9,7.5,350.0,1.8,0.0,41.0,90.0,2009,26.207667194092803
1392,1403.0,0,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",28.0,6.6,7.7,143.0,1.3,0.0,201.0,322.0,2009,26.207667194092803
1393,1404.0,0,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",29.0,6.3,7.6,164.0,2.8,0.1,442.0,577.0,2009,26.207667194092803
