,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1170,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",0,24.0,7.6,6.6,166.0,2.0,1.8,90.0,140.0,2010
1171,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",0,29.0,6.9,7.2,308.0,1.9,0.49,60.0,170.0,2010
1172,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",0,25.0,6.8,6.7,247.0,2.1,1.84,280.0,500.0,2010
1173,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",0,25.0,6.6,6.9,359.0,2.3,0.59,110.0,280.0,2010
1174,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",0,15.0,6.5,7.6,450.0,18.0,12.0,0.0,0.0,2010
1175,"GHAGGAR GHNaN2 AT CHANDARPUR SYPHON,  HARYANA",0,23.5,6.1,7.8,825.0,16.0,14.0,0.0,0.0,2010
1176,GHAGGAR AT D/S OF SURAJPUR,0,26.21,6.5,8.4,240.0,2.7,0.62,0.0,0.0,2010
1177,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),0,15.0,6.9,7.8,480.0,18.0,16.0,0.0,0.0,2010
1178,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",0,20.3,5.6,6.7,807.0,10.8,2.0,1825.0,7500.0,2010
1179,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",0,20.0,4.9,6.8,1097.0,26.5,4.8,14000.0,46250.0,2010
1180,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",0,20.0,4.9,6.6,834.0,13.1,2.6,2875.0,9500.0,2010
1181,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",0,19.8,5.2,6.7,1027.0,28.0,5.9,17500.0,57500.0,2010
1182,"GAGGAR  ENTERING IN  FROM HARYANA NR RD NO. 629, ",0,32.7,3.3,7.9,897.0,1.3,0.97,5.0,12.0,2010
1183,"GAGGAR D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, ",0,34.5,4.9,8.0,510.0,1.2,0.35,4.0,8.0,2010
1184,"GHAGGER AT MOONAK, PUNJAB",0,19.8,5.0,6.9,1172.0,25.5,3.8,15500.0,48750.0,2010
1185,KALA AMB D/S MARKANDA RIVER,0,27.0,4.8,7.8,599.0,534.5,3.75,2200.0,5000.0,2010
1186,"D/S CHHATBIR, PUNJAB",0,20.5,4.7,6.7,906.0,25.3,7.7,23500.0,47500.0,2010
1187,"U/S DHAKANSU NALLAH, PUNJAB",0,20.5,5.4,6.8,883.0,15.4,5.1,9500.0,21750.0,2010
1188,"D/S DHAKANSU NALLAH, PUNJAB",0,20.5,5.1,7.6,1069.0,26.5,6.6,20250.0,49250.0,2010
1189,"D/S JHARMAL NADI, PUNJAB",0,21.0,4.2,7.6,1168.0,31.8,7.6,20000.0,46500.0,2010
1190,"U/S JHARMAL NADI, PUNJAB",0,20.3,4.8,6.6,905.0,15.0,3.3,6000.0,10500.0,2010
1191,"D/S SARDULGARH, PUNJAB",0,20.0,4.5,6.6,1269.0,30.3,4.1,21000.0,42750.0,2010
1192,"U/S SARDULGARH, PUNJAB",0,20.0,4.7,6.7,1216.0,26.8,3.7,13250.0,31500.0,2010
1193,"KODRA DAM, MOUNT ABU, ",0,21.3,5.2,7.3,465.0,0.9,0.59,4.0,9.0,2010
1194,MARKANDA U/S KALA AMB,0,22.1,7.8,8.2,410.0,1.2,0.1,16.0,32.0,2010
1195,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,0,22.33,6.7,8.12,396.0,1.53,0.15,10.0,29.0,2010
1196,"MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",0,21.5,8.0,8.1,403.0,0.8,0.1,12.0,25.0,2010
1197,"IMPHAL AT MAHABALI, MANIPUR",0,24.0,4.88,7.94,149.0,2.65,1.66,0.0,165.0,2010
1198,"IMPHAL AT KOIRENGEI, MANIPUR",0,22.0,5.67,7.02,153.0,1.67,1.66,0.0,22.0,2010
1199,"IRIL AT PORAMPET, MANIPUR",0,24.0,6.0,6.9,300.0,2.23,1.66,0.0,91.0,2010
1200,"LILONG, MANIPUR",0,23.0,6.15,7.45,234.0,2.0,1.66,0.0,222.0,2010
1201,"HUMP BRIDGE, MANIPUR",0,23.0,2.7,7.35,357.0,8.45,1.66,0.0,636.0,2010
1202,"HEIRANGOITHONG, MANIPUR",0,24.0,2.98,7.52,422.0,5.53,1.66,0.0,531.0,2010
1203,"KIYAMGI, MANIPUR",0,24.0,5.48,7.42,180.0,2.08,1.66,0.0,136.0,2010
1204,"MINUTHONG(IMPHAL RIVER, MANIPUR",0,23.0,5.13,7.46,162.0,2.23,1.66,0.0,211.0,2010
1205,UMTREW AT BYRNIHAT EAST,0,25.0,7.85,7.13,254.0,6.68,3.35,345.0,488.0,2010
1206,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",0,24.0,6.58,6.5,655.0,5.93,4.0,40.0,60.0,2010
1207,"MYNTDU RIVER JOWAI, MEGHALAYA",0,20.0,7.58,7.03,191.0,2.08,2.65,2350.0,2900.0,2010
1208,"GANOL RIVER TURA, MEGHALAYA",0,24.0,8.23,7.05,137.0,1.4,3.2,243.0,323.0,2010
1209,SIMSANG RIVER WILLIAMNAGAR,MIZORAM,25.0,8.23,7.38,143.0,1.55,3.55,255.0,360.0,2010
1210,TLAWNG UPSTREAM AIZAWL,MIZORAM,22.0,6.6,7.3,210.0,1.3,1.66,8.5,242.0,2010
1211,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,22.0,6.8,7.2,220.0,1.5,1.66,0.0,97.0,2010
1212,TUIRIAL UPPER CATCHMENT,MIZORAM,23.0,6.8,7.0,317.0,1.5,1.66,8.0,45.0,2010
1213,TUIRIAL LOWER CATCHMENT,0,23.0,6.4,6.7,323.0,1.4,1.66,19.0,205.0,2010
1214,GUMTI AT U/S SOUTH TRIPURA,tripura,28.0,6.5,7.7,146.0,1.6,1.66,302.0,390.0,2010
1215,GUMTI AT D/S SOUTH TRIPURA,tripura,28.0,6.2,7.7,176.0,3.5,0.2,532.0,592.0,2010
1216,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura,29.0,6.3,8.0,198.0,4.2,0.3,524.0,686.0,2010
1217,0,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",28.0,7.3,7.4,332.0,0.7,0.3,6.0,12.0,2009
1218,0,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",29.0,6.5,7.5,21417.0,16.4,0.4,15.0,37.0,2009
1219,0,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN",30.0,6.1,7.3,11855.0,12.5,18.6,180.0,902.0,2009
1220,0,"DAMANGANGA DISCHARGE POINT OF DISTILLERY, DAMAN",30.0,6.3,7.4,24506.0,136.0,16.9,158.0,698.0,2009
1221,0,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",30.0,5.9,7.5,25343.0,56.5,7.7,180.0,1800.0,2009
1222,0,"DAMANGANGA VAPI WEIR,VAPI, DAMAN",30.0,6.6,7.8,371.0,6.94,4.1,180.0,1800.0,2009
1223,0,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",30.0,6.2,7.4,368.0,8.0,3.2,265.0,1075.0,2009
1224,0,"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",30.0,6.7,7.7,354.0,4.0,2.6,137.0,947.0,2009
1225,0,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",33.0,6.8,8.0,374.0,21.0,1.5,180.0,1800.0,2009
1226,0,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",30.0,5.9,7.4,7173.0,12.0,58.1,7.0,607.0,2009
1227,0,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",28.0,7.3,7.4,332.0,0.7,0.3,6.0,12.0,2009
1228,0,BALEHWAR KHADI AT N.H. NO. 8,30.0,5.7,8.0,601.0,7.4,0.5,14600.0,28666.0,2009
1229,0,RIVER PURNA ON BRIDGE AT SURATNaNNAVSARI HIGHWAY,30.0,4.7,8.3,753.0,3.7,0.5,9166.0,21333.0,2009
1230,0,RIVER KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,28.0,5.8,7.8,16177.0,3.0,0.5,10100.0,25000.0,2009
1231,0,RIVER DHADAR AT KOTHADA,30.0,2.5,7.5,1108.0,6.0,0.6,16.0,85.0,2009
1232,0,"AMBIKA AT BILIMORA, GUJARAT",30.0,6.1,8.1,14921.0,3.2,0.3,4300.0,23625.0,2009
1233,0,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",30.0,0.6,7.1,3115.0,36.5,1.7,4450.0,15425.0,2009
1234,0,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",27.0,3.2,7.8,5073.0,5.8,0.2,833.0,1366.0,2009
1235,0,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",30.0,4.2,8.2,901.0,6.7,0.4,9750.0,21500.0,2009
1236,0,RIVER BHOGAVO D/S OF SURENDRANAGAR.,28.0,2.9,8.3,11405.0,5.6,0.1,49.0,148.0,2009
1237,0,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",29.0,5.0,7.7,47156.0,3.1,0.1,41.0,114.0,2009
1238,0,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",31.0,7.2,6.3,14100.0,1.6,0.41,13.0,17.0,2009
1239,0,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",29.0,5.5,7.8,401.0,1.3,0.21,2.0,5.0,2009
1240,0,ZUARI AT PANCHAWADI,30.0,6.2,6.9,11000.0,1.3,0.48,13.0,17.0,2009
1241,0,"MANDOVI AT TONCA, MARCELA, GOA",29.0,6.5,6.8,30190.0,2.3,0.04,5.0,8.0,2009
1242,0,"RIVER KALNA AT CHANDELNaN PERNEM, GOA",24.0,8.1,7.7,7400.0,2.6,0.1,79.0,130.0,2009
1243,0,"RIVER VALVANT AT SANKLI NaN BICHOLIM, GOA",27.0,7.8,6.4,609.0,2.3,0.08,49.0,70.0,2009
1244,0,"RIVER MADAI AT DABOS NaN  VALPOI, GOA",27.0,7.8,6.4,90.0,2.0,1.66,13.0,17.0,2009
1245,0,"RIVER KHANDEPAR AT OPA NaN PONDA, GOA",28.0,7.2,6.5,8240.0,1.6,0.25,17.0,46.0,2009
1246,0,"RIVER TALPONA AT CANACONA, GOA",27.0,4.2,7.6,5543.0,0.7,0.18,2.0,8.0,2009
1247,0,"RIVER ASSONORA AT ASSONORA, GOA",26.0,6.5,6.4,505.0,1.6,0.13,8.0,13.0,2009
1248,0,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",28.0,7.4,6.9,3844.0,2.0,0.15,5.0,10.0,2009
1249,0,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONaN CANACONA NATIONAL HIGHWAY)",28.0,5.4,7.0,7692.0,1.7,0.92,29.0,48.0,2009
1250,0,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",27.0,6.6,7.2,692.0,1.9,0.34,105.0,175.0,2009
1251,0,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",29.0,5.1,7.5,0.0,2.3,0.38,1201.0,1754.0,2009
1252,0,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANAJI,29.0,7.3,6.8,20640.0,2.5,0.42,87.0,162.0,2009
1253,0,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",28.0,7.2,6.9,5350.0,2.2,0.28,134.0,206.0,2009
1254,0,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",28.0,7.0,6.8,4800.0,3.0,0.32,69.0,126.0,2009
1255,0,"KALU AT ATALE VILLAGE, MAHARASHTRA",28.0,5.5,7.7,8092.0,7.6,0.72,410.0,800.0,2009
1256,0,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",29.0,6.9,7.6,136.0,3.8,0.26,143.0,309.0,2009
1257,0,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",29.0,6.9,7.7,120.0,3.9,0.37,207.0,280.0,2009
1258,0,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",28.0,6.7,8.0,111.0,3.6,0.31,45.0,143.0,2009
1259,0,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",26.0,6.9,7.3,229.0,3.8,0.68,108.0,257.0,2009
1260,0,ULHAS RIVER ATJAMBHUL WATER WORKS.,29.0,6.8,7.5,171.0,3.8,0.34,88.0,199.0,2009
1261,0,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,29.0,6.9,7.3,183.0,2.2,1.25,2.0,56.0,2009
1262,0,MITHI RIVER,34.0,3.3,7.6,29464.0,19.4,1.78,1195.0,1536.0,2009
1263,0,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),32.0,5.4,7.2,925.0,11.7,0.78,279.0,512.0,2009
1264,0,SAVITRI RIVER AT OVALE VILLAGE.,22.0,6.2,7.2,13848.0,2.5,4.11,6.0,127.0,2009
1265,0,"PATALGANGA AT SHILPHATA, MAHARASHTRA",26.0,7.0,7.4,225.0,3.8,0.26,152.0,375.0,2009
1266,0,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",35.0,6.6,8.1,102.0,3.9,0.26,165.0,345.0,2009
1267,0,"PERIYAR NEAR ALWAYENaNELOOR, KERALA",28.0,8.1,6.3,1414.0,1.1,0.31,100.0,690.0,2009
1268,0,"PERIYAR AT KALADY, KERALA",27.0,6.9,6.8,41.0,0.8,0.22,261.0,1487.0,2009
1269,0,"CHALIYAR AT KOOLIMADU, KERALA",27.0,6.9,6.9,78.0,0.5,0.23,393.0,703.0,2009
1270,0,"CHALIYAR AT CHUNGAPALLY, KERALA",26.0,6.7,6.9,5507.0,0.6,0.28,433.0,715.0,2009
1271,0,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",27.0,7.3,7.0,49.0,0.7,0.66,228.0,445.0,2009
1272,0,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",28.0,6.7,6.7,67.0,1.3,0.4,309.0,1025.0,2009
1273,0,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",29.0,6.5,6.6,109.0,1.2,0.37,142.0,679.0,2009
1274,0,"KARAMANA AT MOONNATTUMUKKU, KERALA",26.0,0.7,6.6,4235.0,12.5,1.48,40833.0,59417.0,2009
1275,0,"PAMBA AT CHENGANNUR, KERALA",27.0,6.9,6.5,108.0,1.0,0.42,540.0,1083.0,2009
1276,0,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",28.0,6.4,6.6,48.0,1.0,0.25,154.0,603.0,2009
1277,0,"MEENACHIL AT KIDANGOOR, KERALA",26.0,7.2,6.7,109.0,0.8,0.44,1000.0,1400.0,2009
1278,0,"MANIMALA  AT KALLOOPARA, KERALA",29.0,6.8,7.1,61.0,1.5,0.5,130.0,485.0,2009
1279,0,"PAMBA AT THAKAZHY, KERALA",28.0,6.1,6.7,244.0,0.9,0.33,655.0,1113.0,2009
1280,0,"ACHENKOIL AT THUMPAMON, KERALA",27.0,6.8,7.0,62.0,0.6,0.93,240.0,434.0,2009
1281,0,"MANIMALA AT THONDRA, KERALA",28.0,7.1,7.0,59.0,0.8,0.71,540.0,890.0,2009
1282,0,"VAMANAPURAM, KERALA",27.0,7.4,6.6,64.0,0.7,0.29,288.0,1425.0,2009
1283,0,"ACHENKOIL AT CHENNITHULA, KERALA",26.0,6.4,7.0,79.0,0.8,0.73,271.0,493.0,2009
1284,0,"NEYYAR AMARAVILA, KERALA",26.0,7.2,6.7,73.0,0.9,0.28,335.0,2150.0,2009
1285,0,"AYUR, KERALA",27.0,6.2,7.0,83.0,0.6,0.93,282.0,505.0,2009
1286,0,"PAMBA DOWN, KERALA",29.0,6.1,6.7,55.0,1.4,0.55,825.0,1450.0,2009
1287,0,"THIRURANGADY, KERALA",28.0,6.6,6.5,79.0,0.8,0.13,195.0,650.0,2009
1288,0,"KUTTIYADY ESTATE, KERALA",26.0,6.9,6.7,198.0,0.3,0.2,40.0,180.0,2009
1289,0,"MAHI VALAYAM, KERALA",27.0,7.3,6.5,44.0,0.5,0.21,233.0,400.0,2009
1290,0,"KUPPAM THALIPARAMBA, KERALA",28.0,6.2,6.6,15738.0,1.0,0.93,233.0,360.0,2009
1291,0,"NEELASHWER HOSDURG, KERALA",29.0,5.2,7.1,18459.0,1.0,0.13,518.0,918.0,2009
1292,0,"KORINGODA KAKKADAVU,  KERALA",28.0,7.4,7.0,45.0,1.1,0.11,1043.0,1933.0,2009
1293,0,"CHANDRIGIRI PADIYATHADKA, KERALA",28.0,7.6,6.7,52.0,1.1,0.11,613.0,963.0,2009
1294,0,"CHAITRAPUZHA IRUMPANAM, KERALA",28.0,2.9,6.3,841.0,2.0,1.07,430.0,913.0,2009
1295,0,R NEYYAR AT ARUVIPURAM,26.0,6.6,6.7,72.0,0.7,0.32,463.0,1655.0,2009
1296,0,R MAMOM AT MAMOM BRIDGE,26.0,6.4,6.7,122.0,0.7,0.34,343.0,1630.0,2009
1297,0,R AYROOR AT AYROOR BRIDGE,26.0,5.4,6.6,102.0,0.9,0.26,240.0,1913.0,2009
1298,0,R ITHIKKARA AT ITHIKKARA,27.0,6.2,7.0,5656.0,0.9,1.05,162.0,289.0,2009
1299,0,R PALLICKAL AT NELLIMUKAL,27.0,6.9,7.1,71.0,0.5,0.26,125.0,246.0,2009
1300,0,R KARUVANNURR AT KARUVANNUR BRIDGE,28.0,6.7,6.5,55.0,0.9,0.6,265.0,500.0,2009
1301,0,R PUZHACKAL AT PUZHACKAL BRIDGE,28.0,5.7,6.7,127.0,1.9,0.35,221.0,473.0,2009
1302,0,R KEECHERI AT VADAKKANCHERY BRIDGE,28.0,6.0,6.9,77.0,1.8,0.61,290.0,500.0,2009
1303,0,R THIRUR AT THALAKKADATHUR BRIDGE,28.0,5.2,6.1,4968.0,1.1,0.14,235.0,820.0,2009
1304,0,R KADALUNDI AT HAJIRAPPALLY,28.0,7.4,6.4,78.0,1.2,0.12,280.0,720.0,2009
1305,0,R KALLAI AT KALLAI BRIDGE,27.0,3.5,7.3,20430.0,1.3,0.62,560.0,1290.0,2009
1306,0,R CORAPUZHA AT KANAYANKODE,27.0,6.0,7.1,13257.0,1.1,0.14,750.0,1465.0,2009
1307,0,R THALLASSERY AT PATHIPPALAM,28.0,6.4,6.1,62.0,0.7,0.28,213.0,425.0,2009
1308,0,R ANCHARAKANDY AT MERUVAMBA,27.0,6.6,6.3,59.0,1.0,0.16,248.0,385.0,2009
1309,0,R KUPPAM AT RAYAROM,27.0,7.1,6.4,59.0,0.9,0.13,178.0,275.0,2009
1310,0,R RAMAPURAM AT RAMAPURAM BRIDGE,28.0,6.4,7.1,7035.0,0.8,0.19,110.0,195.0,2009
1311,0,R PERUVAMBA AT CHANDAPPURA,28.0,7.3,6.2,51.0,0.9,0.21,195.0,340.0,2009
1312,0,R KAVVAI AT KUTTIYOL PALAM,29.0,6.8,6.5,80.0,0.8,0.26,53.0,100.0,2009
1313,0,R NEELASWARAM AT NAMBIARKAL DAM,28.0,6.4,6.7,3131.0,2.2,0.12,820.0,1055.0,2009
1314,0,R PULLUR AT PULLUR BR.,27.0,5.8,6.5,59.0,1.5,0.13,1800.0,2788.0,2009
1315,0,R MOGRAL AT MOGRAL BR.,28.0,5.2,7.2,19885.0,1.2,0.18,843.0,2275.0,2009
1316,0,R SHRIYA AT ANGADIMOGARU,27.0,7.7,6.8,67.0,0.9,0.08,1740.0,2257.0,2009
1317,0,R UPPALA AT  UPPALA BR.,28.0,5.7,7.2,19085.0,1.4,0.09,1845.0,2785.0,2009
1318,0,R MANJESWAR AT BAJRAKKARA BR.,25.0,6.7,6.3,177.0,1.2,0.2,1583.0,2807.0,2009
1319,0,R ANCHARAKANDY AT MERUVAMBA,28.0,6.4,6.4,4165.0,1.2,0.13,168.0,303.0,2009
1320,0,R KORAYAR AT KANJIKODE,27.0,6.2,7.6,498.0,0.4,0.28,613.0,1400.0,2009
1321,0,R BHARATHAPUZHA AT KUTTIPPURAM,27.0,6.8,7.5,119.0,0.4,0.18,478.0,918.0,2009
1322,0,R BHARATHAPUZHA AT PATTAMBI,27.0,7.1,7.6,161.0,0.5,0.19,710.0,1675.0,2009
1323,0,RIVER PERIYAR AT MUPPATHADAM,28.0,5.9,6.7,70.0,1.7,0.5,74.0,428.0,2009
1324,0,RIVER PERIYAR AT PATHALAM,28.0,5.8,6.5,864.0,1.5,0.37,199.0,876.0,2009
1325,0,R PERIYAR AT KALAMASSERY,29.0,4.7,6.6,69.0,1.8,0.26,234.0,1083.0,2009
1326,0,R PERIYAR AT PURAPPALLIKAVU,28.0,6.5,6.6,1204.0,1.2,0.24,175.0,689.0,2009
1327,0,R KADAMBAYAR AT BRAHMAPURAM,28.0,1.4,6.2,129.0,2.2,0.48,351.0,882.0,2009
1328,0,R KADAMBAYAR AT MANCKAKADAVU,28.0,1.5,6.3,73.0,1.5,0.12,298.0,1225.0,2009
1329,0,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",28.0,7.0,7.5,226.0,1.1,2.3,3.0,83.0,2009
1330,0,"RUSHIKULYA AT GANJAM U/S, ORISSA",30.0,7.7,8.1,330.0,1.9,0.9,1675.0,3025.0,2009
1331,0,"RUSHIKULYA AT GANJAM D/S, ORISSA",30.0,7.5,7.9,20786.0,1.3,0.6,613.0,868.0,2009
1332,0,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",28.0,7.2,8.2,315.0,1.7,1.7,2600.0,4275.0,2009
1333,0,"NAGAVALLI AT RAYAGADA D/S, ORISSA",28.0,7.6,8.1,301.0,1.5,0.5,2360.0,4175.0,2009
1334,0,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",28.0,7.3,8.0,225.0,1.3,0.5,1295.0,2175.0,2009
1335,0,"BUDHABALANGA, D/S OF BARIPADA TOWN",27.0,7.4,8.0,238.0,1.9,0.2,2950.0,5975.0,2009
1336,0,BUDHABALANGA AT BALASORE D/S,27.0,7.2,7.7,835.0,2.0,0.7,1550.0,2750.0,2009
1337,0,"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",29.0,7.2,7.8,169.0,1.3,0.4,328.0,690.0,2009
1338,0,Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),28.0,7.0,8.1,240.0,1.0,0.4,785.0,1525.0,2009
1339,0,Vansdhara GUNUPUR (INTERSTATE BOUNDRY),29.0,7.4,8.1,153.0,1.7,0.5,505.0,1105.0,2009
1340,0,GAUTAMINaNGODAVARI RIVER,33.0,7.7,7.8,220.0,4.0,11.0,0.0,0.0,2009
1341,0,GAUTAMINaNGODAVARI RIVER,33.0,7.1,7.6,406.0,3.0,15.8,0.0,0.0,2009
1342,0,CORINGA RIVER,33.0,6.8,7.4,309.0,7.0,15.3,0.0,0.0,2009
1343,0,MAHE RIVER,28.0,5.1,8.4,4120.0,3.0,108.7,0.0,0.0,2009
1344,0,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",21.0,7.6,7.9,446.0,2.6,1.4,0.0,0.0,2009
1345,0,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",24.0,7.4,6.8,337.0,1.3,0.1,115.0,208.0,2009
1346,0,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",28.0,7.5,6.7,180.0,1.3,0.1,100.0,176.0,2009
1347,0,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",28.0,6.9,6.8,127.0,2.4,0.1,222.0,357.0,2009
1348,0,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",30.0,7.0,7.0,305.0,1.5,0.1,113.0,191.0,2009
1349,0,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",27.0,7.2,6.7,323.0,1.6,0.1,94.0,167.0,2009
1350,0,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",26.0,7.4,6.7,364.0,1.6,0.1,91.0,150.0,2009
1351,0,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",29.0,7.5,7.2,473.0,2.1,0.1,220.0,338.0,2009
1352,0,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",26.0,6.7,7.4,544.0,2.0,0.3,158.0,253.0,2009
1353,0,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",27.0,7.0,7.2,286.0,9.5,0.9,85.0,189.0,2009
1354,0,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,28.0,6.4,7.0,307.0,1.0,1.66,457.0,507.0,2009
1355,0,KUMARADHARA NaN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,29.0,6.6,7.1,250.0,1.5,1.66,74.0,544.0,2009
1356,0,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",28.0,6.5,7.9,566.0,0.9,3.8,3.0,32.0,2009
1357,0,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",22.0,6.0,7.3,755.0,6.0,2.1,1000.0,4950.0,2009
1358,0,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",21.0,4.9,7.4,892.0,14.0,4.4,8000.0,75000.0,2009
1359,0,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",22.0,6.4,7.1,1085.0,8.5,8.1,0.0,0.0,2009
1360,0,"GHAGGAR GHNaN2 AT CHANDARPUR SYPHON,  HARYANA",20.0,5.6,8.1,905.0,11.5,7.1,0.0,0.0,2009
1361,0,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",22.0,5.0,6.7,813.0,7.5,2.2,1300.0,9000.0,2009
1362,0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",21.0,5.6,7.3,964.0,14.0,4.2,8000.0,70000.0,2009
1363,0,"GHAGGAR AT D/S CHHATBIR, PUNJAB",20.0,5.7,7.4,968.0,9.5,3.1,5000.0,25500.0,2009
1364,0,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",21.0,5.3,7.4,779.0,10.0,3.1,7000.0,52500.0,2009
1365,0,"D/S DHAKANSU NALLAH, PUNJAB",21.0,4.8,7.4,825.0,19.0,4.6,9500.0,75000.0,2009
1366,0,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",23.0,2.9,7.3,1035.0,13.0,3.9,3050.0,27500.0,2009
1367,0,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",21.0,4.5,7.2,885.0,10.5,3.3,1100.0,12000.0,2009
